REF_DATE,GEO,DGUID,Products,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017-06,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.65,,,,2
2017-06,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.05,,,,2
2017-06,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.43,,,,2
2017-06,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.54,,,,2
2017-06,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.45,,,,2
2017-06,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.58,,,,2
2017-07,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.13,,,,2
2017-07,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.84,,,,2
2017-07,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,3.68,,,,2
2017-07,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.61,,,,2
2017-07,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.60,,,,2
2017-07,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.37,,,,2
2017-07,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.00,,,,2
2017-07,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,2.92,,,,2
2017-07,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.05,,,,2
2017-07,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,2.95,,,,2
2017-07,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.11,,,,2
2017-08,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.10,,,,2
2017-08,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.40,,,,2
2017-08,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,3.43,,,,2
2017-08,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.31,,,,2
2017-08,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.40,,,,2
2017-08,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.51,,,,2
2017-08,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,2.93,,,,2
2017-08,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,2.78,,,,2
2017-08,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,2.92,,,,2
2017-08,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,2.95,,,,2
2017-08,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.02,,,,2
2017-09,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.08,,,,2
2017-09,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.50,,,,2
2017-09,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,2.99,,,,2
2017-09,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,2.93,,,,2
2017-09,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.07,,,,2
2017-09,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.46,,,,2
2017-09,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,2.82,,,,2
2017-09,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.08,,,,2
2017-09,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.16,,,,2
2017-09,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.18,,,,2
2017-09,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.26,,,,2
2017-10,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.23,,,,2
2017-10,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.71,,,,2
2017-10,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,2.89,,,,2
2017-10,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,2.94,,,,2
2017-10,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.07,,,,2
2017-10,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.71,,,,2
2017-10,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,2.92,,,,2
2017-10,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.35,,,,2
2017-10,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.40,,,,2
2017-10,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.38,,,,2
2017-10,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.42,,,,2
2017-11,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.95,,,,2
2017-11,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.94,,,,2
2017-11,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,3.61,,,,2
2017-11,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.61,,,,2
2017-11,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.90,,,,2
2017-11,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,4.57,,,,2
2017-11,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.67,,,,2
2017-11,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.98,,,,2
2017-11,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,4.02,,,,2
2017-11,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.94,,,,2
2017-11,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.95,,,,2
2017-12,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,5.30,,,,2
2017-12,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,6.03,,,,2
2017-12,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.78,,,,2
2017-12,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.71,,,,2
2017-12,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.12,,,,2
2017-12,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,6.24,,,,2
2017-12,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,5.04,,,,2
2017-12,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.15,,,,2
2017-12,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,5.21,,,,2
2017-12,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,5.06,,,,2
2017-12,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.14,,,,2
2018-01,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,5.55,,,,2
2018-01,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,6.92,,,,2
2018-01,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.65,,,,2
2018-01,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.73,,,,2
2018-01,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.96,,,,2
2018-01,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,6.67,,,,2
2018-01,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,5.13,,,,2
2018-01,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.21,,,,2
2018-01,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,5.44,,,,2
2018-01,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,5.30,,,,2
2018-01,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.56,,,,2
2018-02,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,4.50,,,,2
2018-02,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,6.10,,,,2
2018-02,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.39,,,,2
2018-02,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.46,,,,2
2018-02,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.48,,,,2
2018-02,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,5.14,,,,2
2018-02,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,4.02,,,,2
2018-02,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,4.63,,,,2
2018-02,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,4.64,,,,2
2018-02,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,4.54,,,,2
2018-02,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,4.71,,,,2
2018-03,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,4.20,,,,2
2018-03,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,5.85,,,,2
2018-03,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.17,,,,2
2018-03,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.29,,,,2
2018-03,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.35,,,,2
2018-03,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,4.29,,,,2
2018-03,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.91,,,,2
2018-03,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,4.40,,,,2
2018-03,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,4.44,,,,2
2018-03,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,4.26,,,,2
2018-03,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,4.40,,,,2
2018-04,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.59,,,,2
2018-04,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,5.00,,,,2
2018-04,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.17,,,,2
2018-04,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.08,,,,2
2018-04,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.17,,,,2
2018-04,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.66,,,,2
2018-04,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.42,,,,2
2018-04,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.66,,,,2
2018-04,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.79,,,,2
2018-04,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.59,,,,2
2018-04,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.73,,,,2
2018-05,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.21,,,,2
2018-05,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.73,,,,2
2018-05,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,3.76,,,,2
2018-05,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.84,,,,2
2018-05,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.85,,,,2
2018-05,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.36,,,,2
2018-05,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.02,,,,2
2018-05,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.20,,,,2
2018-05,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.37,,,,2
2018-05,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.18,,,,2
2018-05,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.36,,,,2
2018-06,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.39,,,,2
2018-06,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.47,,,,2
2018-06,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,3.55,,,,2
2018-06,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.57,,,,2
2018-06,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.64,,,,2
2018-06,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.70,,,,2
2018-06,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.11,,,,2
2018-06,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.52,,,,2
2018-06,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.53,,,,2
2018-06,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.46,,,,2
2018-06,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.60,,,,2
2018-07,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.39,,,,2
2018-07,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.77,,,,2
2018-07,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.12,,,,2
2018-07,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.05,,,,2
2018-07,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.07,,,,2
2018-07,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.57,,,,2
2018-07,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.19,,,,2
2018-07,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.30,,,,2
2018-07,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.38,,,,2
2018-07,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.33,,,,2
2018-07,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.48,,,,2
2018-08,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.27,,,,2
2018-08,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.33,,,,2
2018-08,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,3.94,,,,2
2018-08,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.70,,,,2
2018-08,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.77,,,,2
2018-08,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.51,,,,2
2018-08,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.08,,,,2
2018-08,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.01,,,,2
2018-08,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.17,,,,2
2018-08,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.23,,,,2
2018-08,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.41,,,,2
2018-09,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.36,,,,2
2018-09,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.21,,,,2
