REF_DATE,GEO,DGUID,Products,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017-04,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.46,,,,2
2017-04,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.53,,,,2
2017-04,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.42,,,,2
2017-04,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.84,,,,2
2017-04,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.78,,,,2
2017-04,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.80,,,,2
2017-04,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.84,,,,2
2017-04,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.94,,,,2
2017-05,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,2.14,,,,2
2017-05,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.28,,,,2
2017-05,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.75,,,,2
2017-05,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.69,,,,2
2017-05,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.77,,,,2
2017-05,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.62,,,,2
2017-05,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,2.04,,,,2
2017-05,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.10,,,,2
2017-05,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.07,,,,2
2017-05,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.13,,,,2
2017-05,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.22,,,,2
2017-06,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,2.11,,,,2
2017-06,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.08,,,,2
2017-06,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.82,,,,2
2017-06,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.79,,,,2
2017-06,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.85,,,,2
2017-06,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.42,,,,2
2017-06,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.98,,,,2
2017-06,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.06,,,,2
2017-06,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.04,,,,2
2017-06,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.15,,,,2
2017-06,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.28,,,,2
2017-07,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,2.01,,,,2
2017-07,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.16,,,,2
2017-07,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.75,,,,2
2017-07,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.75,,,,2
2017-07,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.82,,,,2
2017-07,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.43,,,,2
2017-07,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.86,,,,2
2017-07,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.86,,,,2
2017-07,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.85,,,,2
2017-07,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.00,,,,2
2017-07,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.19,,,,2
2017-08,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,2.02,,,,2
2017-08,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.28,,,,2
2017-08,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.71,,,,2
2017-08,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.59,,,,2
2017-08,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.65,,,,2
2017-08,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.48,,,,2
2017-08,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.78,,,,2
2017-08,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.12,,,,2
2017-08,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.11,,,,2
2017-08,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.15,,,,2
2017-08,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.26,,,,2
2017-09,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.91,,,,2
2017-09,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.13,,,,2
2017-09,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.60,,,,2
2017-09,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.52,,,,2
2017-09,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.60,,,,2
2017-09,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.32,,,,2
2017-09,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.80,,,,2
2017-09,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.85,,,,2
2017-09,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.87,,,,2
2017-09,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.93,,,,2
2017-09,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.05,,,,2
2017-10,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.76,,,,2
2017-10,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.97,,,,2
2017-10,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.58,,,,2
2017-10,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.61,,,,2
2017-10,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.61,,,,2
2017-10,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.90,,,,2
2017-10,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.67,,,,2
2017-10,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.71,,,,2
2017-10,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.74,,,,2
2017-10,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.74,,,,2
2017-10,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.93,,,,2
2017-11,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.42,,,,2
2017-11,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.45,,,,2
2017-11,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.23,,,,2
2017-11,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.23,,,,2
2017-11,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.27,,,,2
2017-11,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.39,,,,2
2017-11,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.32,,,,2
2017-11,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.50,,,,2
2017-11,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.51,,,,2
2017-11,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.55,,,,2
2017-11,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.68,,,,2
2017-12,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.63,,,,2
2017-12,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.68,,,,2
2017-12,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.55,,,,2
2017-12,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.53,,,,2
2017-12,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.60,,,,2
2017-12,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.09,,,,2
2017-12,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.43,,,,2
2017-12,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.55,,,,2
2017-12,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.61,,,,2
2017-12,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.62,,,,2
2017-12,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.79,,,,2
2018-01,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.48,,,,2
2018-01,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.38,,,,2
2018-01,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.39,,,,2
2018-01,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.36,,,,2
2018-01,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.38,,,,2
2018-01,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.62,,,,2
2018-01,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.36,,,,2
2018-01,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.49,,,,2
2018-01,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.49,,,,2
2018-01,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.55,,,,2
2018-01,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.65,,,,2
2018-02,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.53,,,,2
2018-02,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.66,,,,2
2018-02,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.35,,,,2
2018-02,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.35,,,,2
2018-02,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.40,,,,2
2018-02,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.90,,,,2
2018-02,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.38,,,,2
2018-02,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.53,,,,2
2018-02,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.52,,,,2
2018-02,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.53,,,,2
2018-02,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.66,,,,2
2018-03,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.64,,,,2
2018-03,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.88,,,,2
2018-03,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.43,,,,2
2018-03,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.45,,,,2
2018-03,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.48,,,,2
2018-03,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.76,,,,2
2018-03,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.56,,,,2
2018-03,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.59,,,,2
2018-03,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.58,,,,2
2018-03,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.61,,,,2
2018-03,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.77,,,,2
2018-04,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.60,,,,2
2018-04,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.01,,,,2
2018-04,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.52,,,,2
2018-04,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.53,,,,2
2018-04,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.57,,,,2
2018-04,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.94,,,,2
2018-04,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.45,,,,2
2018-04,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.58,,,,2
2018-04,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.55,,,,2
2018-04,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.56,,,,2
2018-04,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.73,,,,2
2018-05,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.64,,,,2
2018-05,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.86,,,,2
2018-05,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.56,,,,2
2018-05,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.55,,,,2
2018-05,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.59,,,,2
2018-05,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.01,,,,2
2018-05,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.59,,,,2
2018-05,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.47,,,,2
2018-05,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.47,,,,2
2018-05,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.49,,,,2
2018-05,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.68,,,,2
2018-06,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.77,,,,2
2018-06,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.79,,,,2
2018-06,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.71,,,,2
2018-06,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.67,,,,2
2018-06,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.70,,,,2
2018-06,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.96,,,,2
2018-06,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.72,,,,2
2018-06,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.67,,,,2
2018-06,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.64,,,,2
2018-06,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.68,,,,2
2018-06,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.86,,,,2
2018-07,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.79,,,,2
2018-07,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.62,,,,2
2018-07,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.55,,,,2
2018-07,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.53,,,,2
2018-07,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.55,,,,2
2018-07,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.01,,,,2
2018-07,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.73,,,,2
2018-07,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.64,,,,2
2018-07,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.65,,,,2
2018-07,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.70,,,,2
2018-07,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.89,,,,2
2018-08,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.83,,,,2
2018-08,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.67,,,,2
2018-08,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.77,,,,2
2018-08,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.70,,,,2
2018-08,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.76,,,,2
2018-08,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.94,,,,2
2018-08,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.78,,,,2
2018-08,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.72,,,,2
2018-08,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.73,,,,2
2018-08,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.74,,,,2
2018-08,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.91,,,,2
2018-09,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.78,,,,2
2018-09,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.76,,,,2
2018-09,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.75,,,,2
2018-09,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.71,,,,2
2018-09,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.75,,,,2
2018-09,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.07,,,,2
2018-09,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.65,,,,2
2018-09,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.70,,,,2
2018-09,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.73,,,,2
2018-09,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.76,,,,2
2018-09,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.90,,,,2
2018-10,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.62,,,,2
2018-10,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.46,,,,2
2018-10,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.36,,,,2
2018-10,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.39,,,,2
2018-10,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.40,,,,2
2018-10,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.70,,,,2
2018-10,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.51,,,,2
2018-10,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.73,,,,2
2018-10,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.69,,,,2
2018-10,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.73,,,,2
2018-10,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.86,,,,2
